DATE                                    TITRE_LIVRE                             TITRE_CHAPITRE                          SOURCE_LIVRE                            
2022-11-12 15:54:39                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 15:54:42                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 15:54:46                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 15:54:50                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 15:54:53                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 15:56:00                     dimensional_store_system_in_apocalypse  Chapter_0130_Victor's_Punishment        https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-130                                   DSSIA
2022-11-12 15:56:03                     dimensional_store_system_in_apocalypse  Chapter 0150 Zhan ...                   https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-150                                   DSSIA
2022-11-12 15:56:07                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 15:56:11                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 15:56:14                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 15:56:18                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 15:56:22                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 15:56:45                     dimensional_store_system_in_apocalypse  Chapter_0130_Victor's_Punishment        https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-130                                   DSSIA
2022-11-12 15:56:48                     dimensional_store_system_in_apocalypse  Chapter 0150 Zhan ...                   https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-150                                   DSSIA
2022-11-12 15:56:52                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 15:56:56                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 15:56:59                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 15:57:03                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 15:57:06                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 15:58:07                     dimensional_store_system_in_apocalypse  Chapter_0130_Victor's_Punishment        https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-130                                   DSSIA
2022-11-12 15:58:10                     dimensional_store_system_in_apocalypse  Chapter 0150 Zhan ...                   https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-150                                   DSSIA
2022-11-12 15:58:14                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 15:58:18                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 15:58:22                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 15:58:25                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 15:58:29                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 16:02:10                     dimensional_store_system_in_apocalypse  Chapter_0130_Victor's_Punishment        https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-130                                   DSSIA
2022-11-12 16:02:13                     dimensional_store_system_in_apocalypse  Chapter 0150 Zhan ...                   https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-150                                   DSSIA
2022-11-12 16:02:17                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 16:02:21                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 16:02:25                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 16:02:28                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 16:02:32                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 16:05:58                     dimensional_store_system_in_apocalypse  Chapter_0130_Victor's_Punishment        https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-130                                   DSSIA
2022-11-12 16:06:02                     dimensional_store_system_in_apocalypse  Chapter 0150 Zhan ...                   https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-150                                   DSSIA
2022-11-12 16:06:06                     dimensional_store_system_in_apocalypse  Chapter_0170_Separated_(2)              https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-170                                   DSSIA
2022-11-12 16:06:10                     dimensional_store_system_in_apocalypse  Chapter_0190_Preparation_(3)            https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-190                                   DSSIA
2022-11-12 16:06:14                     dimensional_store_system_in_apocalypse  Chapter_0210_Wang's_Family_(3)          https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-210                                   DSSIA
2022-11-12 16:06:17                     dimensional_store_system_in_apocalypse  Chapter_0230_Capture                    https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-230                                   DSSIA
2022-11-12 16:06:21                     dimensional_store_system_in_apocalypse  Chapter_0250_Mobile_Command_Center_(1)  https://novelfullchapter.com/novelfullchapter/dimensional-store-system-in-apocalypse/chapter-250                                   DSSIA
2022-11-12 22:05:10                     civilization-beyond-two-worlds          chapter-20                              https://boxnovel.com/novel/civilization-beyond-two-worlds/chapter-20/                                    CBTW
2022-11-12 22:05:16                     civilization-beyond-two-worlds          chapter-40                              https://boxnovel.com/novel/civilization-beyond-two-worlds/chapter-40/                                    CBTW
2022-11-12 22:05:20                     civilization-beyond-two-worlds          chapter-55                              https://boxnovel.com/novel/civilization-beyond-two-worlds/chapter-55/                                    CBTW
2022-11-13 03:53:04                     outside-of-time                         chapter-158                             https://boxnovel.com/novel/outside-of-time/chapter-158/                                     OOT
2022-11-15 06:57:18                     shadow slave 09111244                                                           https://www.lightnovelpub.com/novel/shadow-slave-09111244/1365-chapter-550                                      SS
2022-11-15 06:58:25                     shadow slave 09111244                                                           https://www.lightnovelpub.com/novel/shadow-slave-09111244/1365-chapter-550                                      SS
2022-11-15 07:04:55                     the-great-genetic-era                   chapter-411                             https://boxnovel.com/novel/the-great-genetic-era/chapter-411/                                    TGGE
2022-11-15 07:04:58                     the-great-genetic-era                   chapter-419                             https://boxnovel.com/novel/the-great-genetic-era/chapter-419/                                    TGGE
2022-11-15 10:07:25                     the-great-genetic-era                   chapter-420                             https://boxnovel.com/novel/the-great-genetic-era/chapter-420/                                    TGGE
2022-11-15 10:07:55                     the-great-genetic-era                   chapter-420                             https://boxnovel.com/novel/the-great-genetic-era/chapter-420/                                    TGGE
2022-11-15 10:08:14                     the-great-genetic-era                   chapter-416                             https://boxnovel.com/novel/the-great-genetic-era/chapter-416/                                    TGGE
2022-11-15 10:08:15                     the-great-genetic-era                   chapter-420                             https://boxnovel.com/novel/the-great-genetic-era/chapter-420/                                    TGGE
2022-11-15 17:13:06                     the-great-genetic-era                   chapter-421                             https://boxnovel.com/novel/the-great-genetic-era/chapter-421/                                    TGGE
2022-11-15 17:13:52                     the-great-genetic-era                   chapter-421                             https://boxnovel.com/novel/the-great-genetic-era/chapter-421/                                    TGGE
2022-11-16 21:51:44                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:02:12                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:02:51                     outside-of-time                         chapter-156                             https://boxnovel.com/novel/outside-of-time/chapter-156/                                     OOT
2022-11-16 22:02:51                     outside-of-time                         chapter-157                             https://boxnovel.com/novel/outside-of-time/chapter-157/                                     OOT
2022-11-16 22:02:52                     outside-of-time                         chapter-158                             https://boxnovel.com/novel/outside-of-time/chapter-158/                                     OOT
2022-11-16 22:02:52                     outside-of-time                         chapter-159                             https://boxnovel.com/novel/outside-of-time/chapter-159/                                     OOT
2022-11-16 22:02:53                     outside-of-time                         chapter-160                             https://boxnovel.com/novel/outside-of-time/chapter-160/                                     OOT
2022-11-16 22:02:53                     outside-of-time                         chapter-161                             https://boxnovel.com/novel/outside-of-time/chapter-161/                                     OOT
2022-11-16 22:02:53                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:05:50                     outside-of-time                         chapter-156                             https://boxnovel.com/novel/outside-of-time/chapter-156/                                     OOT
2022-11-16 22:06:48                     outside-of-time                         chapter-157                             https://boxnovel.com/novel/outside-of-time/chapter-157/                                     OOT
2022-11-16 22:07:20                     outside-of-time                         chapter-158                             https://boxnovel.com/novel/outside-of-time/chapter-158/                                     OOT
2022-11-16 22:07:31                     outside-of-time                         chapter-159                             https://boxnovel.com/novel/outside-of-time/chapter-159/                                     OOT
2022-11-16 22:07:37                     outside-of-time                         chapter-160                             https://boxnovel.com/novel/outside-of-time/chapter-160/                                     OOT
2022-11-16 22:08:49                     outside-of-time                         chapter-161                             https://boxnovel.com/novel/outside-of-time/chapter-161/                                     OOT
2022-11-16 22:15:52                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:17:58                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:18:28                     outside-of-time                         chapter-156                             https://boxnovel.com/novel/outside-of-time/chapter-156/                                     OOT
2022-11-16 22:18:38                     outside-of-time                         chapter-157                             https://boxnovel.com/novel/outside-of-time/chapter-157/                                     OOT
2022-11-16 22:18:38                     outside-of-time                         chapter-158                             https://boxnovel.com/novel/outside-of-time/chapter-158/                                     OOT
2022-11-16 22:18:39                     outside-of-time                         chapter-159                             https://boxnovel.com/novel/outside-of-time/chapter-159/                                     OOT
2022-11-16 22:18:39                     outside-of-time                         chapter-160                             https://boxnovel.com/novel/outside-of-time/chapter-160/                                     OOT
2022-11-16 22:18:39                     outside-of-time                         chapter-161                             https://boxnovel.com/novel/outside-of-time/chapter-161/                                     OOT
2022-11-16 22:18:39                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:25:00                     outside-of-time                         chapter-162                             https://boxnovel.com/novel/outside-of-time/chapter-162/                                     OOT
2022-11-16 22:26:38                     idle mag ...                                                                    https://www.lightnovelpub.com/novel/idle-mage-humanitys-strongest-backer-09111244/1454-chapter-185                                   IMHSB
2022-11-16 22:31:33                     idle mag ...                                                                    https://www.lightnovelpub.com/novel/idle-mage-humanitys-strongest-backer-09111244/1454-chapter-185                                   IMHSB
2022-11-16 22:42:57                     a-world-worth-protecting                chapter-1027                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1027/                                    AWWP
2022-11-16 22:42:57                     a-world-worth-protecting                chapter-1028                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1028/                                    AWWP
2022-11-16 22:42:58                     a-world-worth-protecting                chapter-1029                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1029/                                    AWWP
2022-11-16 22:42:58                     a-world-worth-protecting                chapter-1030                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1030/                                    AWWP
2022-11-16 22:42:58                     a-world-worth-protecting                chapter-1031                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1031/                                    AWWP
2022-11-16 22:42:59                     a-world-worth-protecting                chapter-1032                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1032/                                    AWWP
2022-11-16 22:42:59                     a-world-worth-protecting                chapter-1033                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1033/                                    AWWP
2022-11-16 22:43:00                     a-world-worth-protecting                chapter-1034                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1034/                                    AWWP
2022-11-16 22:43:00                     a-world-worth-protecting                chapter-1035                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1035/                                    AWWP
2022-11-16 22:43:01                     a-world-worth-protecting                chapter-1036                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1036/                                    AWWP
2022-11-16 22:43:01                     a-world-worth-protecting                chapter-1037                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1037/                                    AWWP
2022-11-16 22:43:02                     a-world-worth-protecting                chapter-1038                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1038/                                    AWWP
2022-11-16 22:43:02                     a-world-worth-protecting                chapter-1039                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1039/                                    AWWP
2022-11-16 22:43:02                     a-world-worth-protecting                chapter-1040                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1040/                                    AWWP
2022-11-16 22:43:03                     a-world-worth-protecting                chapter-1041                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1041/                                    AWWP
2022-11-16 22:43:03                     a-world-worth-protecting                chapter-1042                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1042/                                    AWWP
2022-11-16 22:43:04                     a-world-worth-protecting                chapter-1043                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1043/                                    AWWP
2022-11-16 22:43:04                     a-world-worth-protecting                chapter-1044                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1044/                                    AWWP
2022-11-16 22:43:05                     a-world-worth-protecting                chapter-1045                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1045/                                    AWWP
2022-11-16 22:43:05                     a-world-worth-protecting                chapter-1046                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1046/                                    AWWP
2022-11-16 22:43:06                     a-world-worth-protecting                chapter-1047                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1047/                                    AWWP
2022-11-16 22:43:06                     a-world-worth-protecting                chapter-1048                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1048/                                    AWWP
2022-11-16 22:43:06                     a-world-worth-protecting                chapter-1049                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1049/                                    AWWP
2022-11-16 22:43:07                     a-world-worth-protecting                chapter-1050                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1050/                                    AWWP
2022-11-16 22:43:07                     a-world-worth-protecting                chapter-1051                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1051/                                    AWWP
2022-11-16 22:43:08                     a-world-worth-protecting                chapter-1052                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1052/                                    AWWP
2022-11-16 22:43:08                     a-world-worth-protecting                chapter-1053                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1053/                                    AWWP
2022-11-16 22:43:08                     a-world-worth-protecting                chapter-1054                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1054/                                    AWWP
2022-11-16 22:43:09                     a-world-worth-protecting                chapter-1055                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1055/                                    AWWP
2022-11-16 22:43:09                     a-world-worth-protecting                chapter-1056                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1056/                                    AWWP
2022-11-16 22:43:10                     a-world-worth-protecting                chapter-1057                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1057/                                    AWWP
2022-11-16 22:43:10                     a-world-worth-protecting                chapter-1058                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1058/                                    AWWP
2022-11-16 22:43:10                     a-world-worth-protecting                chapter-1059                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1059/                                    AWWP
2022-11-16 22:43:11                     a-world-worth-protecting                chapter-1060                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1060/                                    AWWP
2022-11-16 22:43:11                     a-world-worth-protecting                chapter-1061                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1061/                                    AWWP
2022-11-16 22:43:12                     a-world-worth-protecting                chapter-1062                            https://boxnovel.com/novel/a-world-worth-protecting/chapter-1062/                                    AWWP
